reviews,lemmas,lemmas,aspectCategory
"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.","['entranceway', 'tight', 'place', 'littl', 'day', 'seat', 'drafti', 'pretti', 'cold']","['entranceway', 'tight', 'place', 'littl', 'day', 'seat', 'drafti', 'pretti', 'cold']",ambience
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,"['zabar', 'barney', 'appet', 'reason', 'pound', 'price', 'greengrass', 'excel', 'buy', 'good']","['zabar', 'barney', 'appet', 'reason', 'pound', 'price', 'greengrass', 'excel', 'buy', 'good']",food
"But, they were too big for the bun.","['bun', 'big']","['bun', 'big']",food
"The food is fresh, delicious, and reasonably priced.","['reason', 'food', 'price', 'fresh', 'delici']","['reason', 'food', 'price', 'fresh', 'delici']",food
Raga stands out with an interesting fusion of French and Indian cooking.,"['indian', 'french', 'cook', 'fusion', 'stand', 'raga', 'interest']","['indian', 'french', 'cook', 'fusion', 'stand', 'raga', 'interest']",food
"A few tips: skip the turnip cake, roast pork buns and egg custards.","['skip', 'turnip', 'roast', 'bun', 'custard', 'tip', 'egg', 'cake', 'pork']","['skip', 'turnip', 'roast', 'bun', 'custard', 'tip', 'egg', 'cake', 'pork']",food
The bagels are fabulous.,"['fabul', 'bagel']","['fabul', 'bagel']",food
"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.","['lie', 'oh', 'seat', 'garden', 'cours', 'avail', 'claim', 'ye', 'phone']","['lie', 'oh', 'seat', 'garden', 'cours', 'avail', 'claim', 'ye', 'phone']",service
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,"['typic', 'would', 'question', 'relax', 'eat', 'place', 'servic', 'although', 'water', 'like', 'overal', 'kind', 'good']","['typic', 'would', 'question', 'relax', 'eat', 'place', 'servic', 'although', 'water', 'like', 'overal', 'kind', 'good']",service
"The food was very good, a great deal, and the place its self was great.","['self', 'place', 'food', 'deal', 'great', 'good']","['self', 'place', 'food', 'deal', 'great', 'good']",food
The food options rule.,"['option', 'rule', 'food']","['option', 'rule', 'food']",food
A great choice at any cost and a great deal.,"['choic', 'cost', 'great', 'deal']","['choic', 'cost', 'great', 'deal']",anecdotes/miscellaneous
"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.","['must', 'planet', 'place', 'tasteless', 'dri', 'greasi', 'complimentari', 'like', 'anybodi', 'differ']","['must', 'planet', 'place', 'tasteless', 'dri', 'greasi', 'complimentari', 'like', 'anybodi', 'differ']",food
"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.","['theatr', 'march', 'eat', 'flight', 'wine', 'cours', 'pre', 'dinner', 'order']","['theatr', 'march', 'eat', 'flight', 'wine', 'cours', 'pre', 'dinner', 'order']",food
Definately check it out!!!,"['defin', 'check']","['defin', 'check']",anecdotes/miscellaneous
"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).","['downtown', 'much', 'busier', 'probabl', 'dinner', 'lunch', 'crowd', 'close', 'seldom']","['downtown', 'much', 'busier', 'probabl', 'dinner', 'lunch', 'crowd', 'close', 'seldom']",ambience
"Their calzones are horrific, bad, vomit-inducing, YUCK.","['calzon', 'induc', 'bad', 'vomit', 'yuck', 'horrif']","['calzon', 'induc', 'bad', 'vomit', 'yuck', 'horrif']",food
It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,"['forev', 'forget', 'charg', 'take', 'get', 'although', 'bring', 'almost', 'someth', 'alway', 'dont', 'drink']","['forev', 'forget', 'charg', 'take', 'get', 'although', 'bring', 'almost', 'someth', 'alway', 'dont', 'drink']",service
The place itself is beautiful the bar scene seems to be happening.,"['bar', 'place', 'beauti', 'seem', 'happen', 'scene']","['bar', 'place', 'beauti', 'seem', 'happen', 'scene']",ambience
"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.","['accomod', 'come', 'th', 'nov', 'peopl', 'staff', 'work', 'group', 'saturday', 'us', 'amaz']","['accomod', 'come', 'th', 'nov', 'peopl', 'staff', 'work', 'group', 'saturday', 'us', 'amaz']",service
"Good spreads, great beverage selections and bagels really tasty.","['realli', 'beverag', 'tasti', 'select', 'spread', 'great', 'good', 'bagel']","['realli', 'beverag', 'tasti', 'select', 'spread', 'great', 'good', 'bagel']",food
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.","['would', 'first', 'special', 'neglect', 'fill', 'choos', 'waiter', 'us', 'serv', 'know']","['would', 'first', 'special', 'neglect', 'fill', 'choos', 'waiter', 'us', 'serv', 'know']",service
We will be back.,['back'],['back'],anecdotes/miscellaneous
"Also, top the meal with a delicious and perfect slice of tiramisu.","['slice', 'tiramisu', 'top', 'perfect', 'also', 'meal', 'delici']","['slice', 'tiramisu', 'top', 'perfect', 'also', 'meal', 'delici']",food
It seems like this is a place the locals like and the people working here liked it too.,"['peopl', 'place', 'work', 'seem', 'like', 'local']","['peopl', 'place', 'work', 'seem', 'like', 'local']",anecdotes/miscellaneous
Check out the secret back room.,"['room', 'check', 'secret', 'back']","['room', 'check', 'secret', 'back']",ambience
"It's also attached to Angel's Share, which is a cool, more romantic bar...","['cool', 'bar', 'angel', 'also', 'romant', 'share', 'attach']","['cool', 'bar', 'angel', 'also', 'romant', 'share', 'attach']",ambience
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.","['get', 'sometim', 'servic', 'food', 'tri', 'rush', 'push', 'door', 'real', 'authent']","['get', 'sometim', 'servic', 'food', 'tri', 'rush', 'push', 'door', 'real', 'authent']",food
Stick to the gulab jamun.,"['jamun', 'gulab', 'stick']","['jamun', 'gulab', 'stick']",food
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.","['standout', 'poor', 'review', 'area', 'place', 'good', 'flood', 'servic', 'price', 'wine', 'italian', 'list', 'great', 'atmospher', 'wonder', 'amaz', 'find']","['standout', 'poor', 'review', 'area', 'place', 'good', 'flood', 'servic', 'price', 'wine', 'italian', 'list', 'great', 'atmospher', 'wonder', 'amaz', 'find']",food
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,"['hoist', 'behind', 'head', 'back', 'staff', 'us', 'tray', 'tabl', 'past', 'squeez', 'diner', 'wait']","['hoist', 'behind', 'head', 'back', 'staff', 'us', 'tray', 'tabl', 'past', 'squeez', 'diner', 'wait']",service
With the theater 2 blocks away we had a delicious meal in a beautiful room.,"['room', 'away', 'block', 'beauti', 'meal', 'theater', 'delici']","['room', 'away', 'block', 'beauti', 'meal', 'theater', 'delici']",food
"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.","['first', 'leari', 'mari', 'littl', 'line', 'tri', 'usual', 'crowd', 'final', 'small', 'glad', 'wait']","['first', 'leari', 'mari', 'littl', 'line', 'tri', 'usual', 'crowd', 'final', 'small', 'glad', 'wait']",ambience
We were not dissappointed in the least bit by this little gem.,"['gem', 'bite', 'littl', 'dissappoint', 'least']","['gem', 'bite', 'littl', 'dissappoint', 'least']",anecdotes/miscellaneous
Also very inexpensive.,"['inexpens', 'also']","['inexpens', 'also']",price
"We've only eaten in the restaurant once, but we have ordered many times for dinner.","['eat', 'time', 'mani', 'dinner', 'order', 'restaur']","['eat', 'time', 'mani', 'dinner', 'order', 'restaur']",anecdotes/miscellaneous
I got enough reasons to keep coming back!!!,"['come', 'enough', 'back', 'get', 'reason', 'keep']","['come', 'enough', 'back', 'get', 'reason', 'keep']",anecdotes/miscellaneous
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,"['pig', 'frog', 'dessert', 'chines', 'coupl', 'ginger', 'black', 'jelli', 'varieti', 'serv', 'simmer', 'close', 'northeastern', 'place', 'far', 'anywher', 'vinegar', 'feet', 'ny', 'america', 'know']","['pig', 'frog', 'dessert', 'chines', 'coupl', 'ginger', 'black', 'jelli', 'varieti', 'serv', 'simmer', 'close', 'northeastern', 'place', 'far', 'anywher', 'vinegar', 'feet', 'ny', 'america', 'know']",food
The food is great and reasonably priced.,"['price', 'reason', 'food', 'great']","['price', 'reason', 'food', 'great']",food
The characters really make for an enjoyable experience.,"['enjoy', 'make', 'charact', 'experi', 'realli']","['enjoy', 'make', 'charact', 'experi', 'realli']",ambience
I would definitely recommend SEA if you like thai cuisine!,"['would', 'cuisin', 'thai', 'recommend', 'like', 'sea', 'definit']","['would', 'cuisin', 'thai', 'recommend', 'like', 'sea', 'definit']",food
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.","['gem', 'abl', 'busi', 'frequent', 'treat', 'although', 'littl', 'crew', 'consist', 'vittorio', 'rememb', 'visitor', 'alway', 'famili', 'amaz', 'year', 'host', 'even']","['gem', 'abl', 'busi', 'frequent', 'treat', 'although', 'littl', 'crew', 'consist', 'vittorio', 'rememb', 'visitor', 'alway', 'famili', 'amaz', 'year', 'host', 'even']",service
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.","['buck', 'restuar', 'accomod', 'taiwanes', 'sever', 'hop', 'eat', 'seem', 'larg', 'tabl', 'group', 'save', 'round', 'authent']","['buck', 'restuar', 'accomod', 'taiwanes', 'sever', 'hop', 'eat', 'seem', 'larg', 'tabl', 'group', 'save', 'round', 'authent']",ambience
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.","['could', 'sever', 'eat', 'french', 'best', 'husband', 'fine', 'exclaim', 'portion', 'say', 'fri', 'even']","['could', 'sever', 'eat', 'french', 'best', 'husband', 'fine', 'exclaim', 'portion', 'say', 'fri', 'even']",food
You cannot go wrong with this place.,"['wrong', 'go', 'cannot', 'place']","['wrong', 'go', 'cannot', 'place']",anecdotes/miscellaneous
"It is the type of place to run into old friends and have a late, raucus dinner.","['place', 'old', 'friend', 'run', 'raucu', 'type', 'dinner', 'late']","['place', 'old', 'friend', 'run', 'raucu', 'type', 'dinner', 'late']",anecdotes/miscellaneous
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.","['regular', 'dish', 'food', 'special', 'fare', 'never', 'disappoint', 'menu', 'delici']","['regular', 'dish', 'food', 'special', 'fare', 'never', 'disappoint', 'menu', 'delici']",food
Prices are in line.,"['line', 'price']","['line', 'price']",price
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.","['sauc', 'dough', 'tomato', 'flour', 'ny', 'make', 'pizza', 'fresh', 'basil', 'combin', 'better', 'mozz', 'import', 'chees', 'one']","['sauc', 'dough', 'tomato', 'flour', 'ny', 'make', 'pizza', 'fresh', 'basil', 'combin', 'better', 'mozz', 'import', 'chees', 'one']",food
The food is prepared quickly and efficiently.,"['effici', 'food', 'quickli', 'prepar']","['effici', 'food', 'quickli', 'prepar']",food
and for this i had to shell out a small fortune?,"['fortun', 'small', 'shell']","['fortun', 'small', 'shell']",price
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.","['indian', 'roll', 'paneer', 'new', 'piec', 'tri', 'food', 'heaven']","['indian', 'roll', 'paneer', 'new', 'piec', 'tri', 'food', 'heaven']",food
The food looked very appetizing and delicious since it came on a variety of fancy plates.,"['come', 'appet', 'plat', 'food', 'fanci', 'sinc', 'look', 'varieti', 'delici']","['come', 'appet', 'plat', 'food', 'fanci', 'sinc', 'look', 'varieti', 'delici']",food
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,"['phenomen', 'slice', 'mozzerella', 'fresh', 'plain', 'chees']","['phenomen', 'slice', 'mozzerella', 'fresh', 'plain', 'chees']",food
I have tried literally every restaurant on curry row.,"['tri', 'everi', 'curri', 'row', 'liter', 'restaur']","['tri', 'everi', 'curri', 'row', 'liter', 'restaur']",anecdotes/miscellaneous
"The food is terrible and overall, I would have to say avoid at all costs.","['terribl', 'would', 'cost', 'food', 'avoid', 'overal', 'say']","['terribl', 'would', 'cost', 'food', 'avoid', 'overal', 'say']",food
"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.","['rd', 'th', 'number', 'sushi', 'time', 'monster', 'st', 'twice', 'one']","['rd', 'th', 'number', 'sushi', 'time', 'monster', 'st', 'twice', 'one']",anecdotes/miscellaneous
"Unfortunately, the food was NOT something to get worked up about.","['get', 'work', 'unfortun', 'food', 'someth']","['get', 'work', 'unfortun', 'food', 'someth']",food
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).","['surprisingli', 'pakistani', 'constantli', 'st', 'food', 'crosbi', 'e', 'fresh', 'cabbi', 'turnov', 'cater', 'open', 'expect', 'line']","['surprisingli', 'pakistani', 'constantli', 'st', 'food', 'crosbi', 'e', 'fresh', 'cabbi', 'turnov', 'cater', 'open', 'expect', 'line']",food
I had Filet Mignon with garlic mash.,"['garlic', 'mash', 'filet', 'mignon']","['garlic', 'mash', 'filet', 'mignon']",food
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.","['marvel', 'tomato', 'frite', 'creme', 'brule', 'roast', 'chevr', 'soup', 'go', 'steak', 'pre', 'specif', 'menu', 'pm', 'theater']","['marvel', 'tomato', 'frite', 'creme', 'brule', 'roast', 'chevr', 'soup', 'go', 'steak', 'pre', 'specif', 'menu', 'pm', 'theater']",food
"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.","['quarter', 'help', 'attent', 'impress', 'waitstaff', 'feat', 'polit', 'close']","['quarter', 'help', 'attent', 'impress', 'waitstaff', 'feat', 'polit', 'close']",service
