reviews,lemmas,ufeat,aspectCategory
We thought that this place is using too much of MSG cooking in the foods.,"['think', 'msg', 'much', 'food', 'place', 'use', 'cook']","['we thought', 'much using', 'too much', 'place using']",food
I was at Rao's last Wed.,"['wed', 'rao', 'last']","['i was', 'last wed', 'last d', 'we d']",anecdotes/miscellaneous
And the Tom Kha soup was pathetic.,"['pathet', 'soup', 'kha', 'tom']","['kha soup', 'tom soup', 'soup was']",food
I started out with a Bombay beer which was big enough for two.,"['bombay', 'beer', 'start', 'two', 'enough', 'big']","['', 'i started']",food
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","['pleas', 'date', 'decor', 'both', 'hall', 'privat', 'great', 'din', 'eye', 'sever', 'vibrant', 'semi', 'right', 'side']","['semi-private boths', 'which are', 'dining hall', 'several semi-private', 'private boths', 'decor is', 'several boths', 'right side']",ambience
Service was quick.,"['servic', 'quick']",[''],service
Tends to turn people away.,"['turn', 'away', 'peopl', 'tend']","['people turn', 'turn people']",anecdotes/miscellaneous
We thought this a prelude to what the evening will be like.,"['like', 'even', 'think', 'prelud']","['', 'this prelude', 'evening be']",anecdotes/miscellaneous
"I was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.","['turn', 'ever', 'mine', 'back', 'fellow', 'friend', 'regularli', 'go', 'sinc', 'restaur', 'foodi']","['fellow friend', 'back regularly', 'foodie friend', 'fellow foodie', 'i turned', 'regularly ever']",anecdotes/miscellaneous
Drawbacks: service is slow and they don't toast!,"['slow', 'toast', 'servic', 'drawback']","[""n't toast"", 'service is', 'they toast']",service
Went there for an office lunch.,"['offic', 'go', 'lunch']","['m', 'p', 't', 'y']",anecdotes/miscellaneous
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,"['breweri', 'never', 'year', 'disappoint', 'heartland']","['i been', 'all doing', 'never been', 'i doing']",anecdotes/miscellaneous
"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.","['zucchero', 'angri', 'get', 'anoth', 'decid', 'everytim', 'pomodori', 'place', 'go', 'tri', 'ue']","['i get', ""n't just"", 'i decide', 'i go', ""n't go"", 'just go', 'place try']",anecdotes/miscellaneous
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,"['excel', 'chettinad', 'sweet', 'rasamalai', 'lamb', 'naan', 'forgett', 'garlic', 'lassi']","['', 'lassi was', 'garlic naan', 'lamb chettinad', 'rasamalai was', 'chettinad was']",food
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.","['fare', 'return', 'remain', 'classic', 'bistro', 'us', 'year', 'york', 'around', 'chef', 'new', 'food', 'make', 'follow', 'innov', 'lyle']","['bistro fare', 'new york', 'following chef', 'food following', 'us return', 'innovations made', 'we following', 'remaining classic']",food
The best thing I tasted were the lambchops.,"['best', 'tast', 'lambchop', 'thing']","['thing were', 'best thing', 'i tasted']",food
it's delicious!,['delici'],"[""it 's""]",food
The spicy tuna and salmon are the best we've ever had.,"['spici', 'best', 'ever', 'salmon', 'tuna']","['tuna are', 'ever had', 'we had', 'spicy tuna']",food
"Even though its good seafood, the prices are too high.","['good', 'price', 'even', 'high', 'seafood', 'though']","['too high', 'good seafood', 'prices are']",food
"In addition, the food is very good and the prices are reasonable.","['good', 'price', 'reason', 'food', 'addit']","['food is', 'very good', 'prices are']",food
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.","['upon', 'way', 'graciou', 'host', 'owner', 'steven', 'frederick', 'go', 'enter', 'greet']","['we greeted', 'who went', 'gracious hosts']",service
"If you live outside the neighborhood, don't bother!","['bother', 'outsid', 'neighborhood', 'live']","[""n't bother"", 'you live']",anecdotes/miscellaneous
Been going here since it opened have seen the quality value decrease considerably.,"['qualiti', 'valu', 'decreas', 'open', 'see', 'go', 'sinc', 'consider']","['it opened', 'decrease seen']",anecdotes/miscellaneous
"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.","['still', 'larg', 'number', 'friendli', 'meat', 'select', 'vegetarian', 'choic', 'dish', 'adorn', 'although']","['vegetarian-friendly choices', 'friendly choices', 'selections adorn', 'now adorn', 'dishes adorn', 'large number']",food
I never had anything I didn't like here.,"['never', 'like', 'anyth']","['never had', '', ""n't like"", 'i like', 'anything had', 'i had']",anecdotes/miscellaneous
Reasonable prices.,"['reason', 'price']",['reasonable prices'],price
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,"['bring', 'amus', 'servic', 'small', 'us', 'complementari', 'offerng', 'give', 'tabl', 'bouch', 'celebr', 'notch', 'dessert']","['notch bring', 'offerng complementary', 'offerng bouche', 'dessert gave', 'bring service', 'service bring', 'small dessert', 'complementary amuse', 'they bring']",service
"Try the crunchy tuna, it is to die for.","['die', 'crunchi', 'tuna', 'tri']","['', 'tuna try', 'it is']",food
It won't break the bank but I also wouldnt come back for the food.,"['break', 'back', 'wouldnt', 'food', 'bank', 'also', 'come']","['bank break', 'i come', 'it break', ""n't break"", 'also wouldnt']",food
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.","['becom', 'gem', 'favorit', 'sushi', 'instantli', 'one', 'restaur', 'citi', 'midtown']","['gem became', 'favorite restaurants', 'midtown gem', 'instantly became', 'favorite sushi']",anecdotes/miscellaneous
I've been to Joya twice and I will never go again.,"['twice', 'never', 'go', 'joya']","['i been', 'i go', 'never go']",anecdotes/miscellaneous
So rushing us out was absolutely unnecessary!,"['unnecessari', 'us', 'rush', 'absolut']","['so rushing', 'absolutely unnecessary', 'us rushing']",anecdotes/miscellaneous
However it is the ONLY Taiwanese restaurant in town.,"['restaur', 'taiwanes', 'howev', 'town']","['only taiwanese', 'it is', 'only restaurant', 'taiwanese restaurant']",anecdotes/miscellaneous
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,"['lot', 'kind', 'live', 'entertain', 'effect', 'special', 'type', 'fun', 'disney']","['live entertainment', 'it is', 'special effects', 'type special']",ambience
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).","['perfect', 'gari', 'tri', 'east', 'sushi', 'look', 'go', 'combin', 'interest', 'tradit', 'side']","['perfect traditional', 'you looking', 'sushi try', 'traditional sushi', 'interesting combinations', 'east side', 'try sushi', 'perfect sushi']",food
"No refills on fountain drinks, though.","['though', 'drink', 'fountain', 'refil']","['m', 'p', 't', 'y']",food
Wow over 100 beers to choose from.,"['wow', 'beer', 'choos']","['m', 'p', 't', 'y']",food
Be careful of portions - they're HUGE.,"['huge', 'portion', 'care']",[''],food
"The Steak Tartare is a great bet, they fix it for you at the table.","['tartar', 'steak', 'bet', 'tabl', 'great', 'fix']","['it fix', 'they fix', 'great bet', 'tartare is']",food
My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,"['big', 'apt', 'happi', 'time', 'chang', 'croquett', 'happen', 'deal', 'make', 'like', 'without', 'crab', 'first', 'order']","['first time', 'i happened', 'they were', 'not to', 'deal making', 'big deal', 'it change', 'that ordered', 'i ordered']",service
Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,"['larg', 'happi', 'entertain', 'even', 'great', 'group', 'super', 'celebr', 'waiter']","['waiter was', 'large groups', 'super happy', 'entertainment was', 'happy waiter']",service
Did I mention the wine?,"['mention', 'wine']","['wine mention', 'i mention']",food
"Plus, on Wednesday nights the house wine is unlimited!","['unlimit', 'night', 'hous', 'wednesday', 'plu', 'wine']","['wine is', 'wednesday nights']",food
It is by far my favorite restaurant in Brooklyn.,"['favorit', 'far', 'brooklyn', 'restaur']","['it is', 'favorite restaurant']",anecdotes/miscellaneous
Now it's so crowded and loud you can't even talk to the person next to you.,"['crowd', 'person', 'next', 'talk', 'even', 'loud']","[""it 's"", ""n't even"", 'even talk', 'person next', 'so crowded', 'you talk', ""n't talk""]",ambience
Love Pizza 33..,"['love', 'pizza']",['love pizza'],anecdotes/miscellaneous
Even my Indian friend couldn't believe how good and tasty everything was.,"['good', 'tasti', 'believ', 'even', 'indian', 'friend', 'everyth']","['tasty everything', 'everything was', ""n't believe"", 'friend believe', 'indian friend']",food
"I'm from England, and Haru's was the best I had in NYC.","['nyc', 'best', 'england', 'haru']","['best i', ""i 'm"", 'i had']",anecdotes/miscellaneous
Less = More in their case.,"['less', 'case']",[''],anecdotes/miscellaneous
Ruby Foo's is a tourist trap.,"['tourist', 'rubi', 'trap', 'foo']",['foo is'],anecdotes/miscellaneous
I've been here a couple of times and have not been impressed.,"['time', 'impress', 'coupl']","['not been', 'i been', 'not impressed']",anecdotes/miscellaneous
I've been many time and have never been disappointed.,"['time', 'never', 'disappoint', 'mani']","['i been', 'many time', 'never been']",anecdotes/miscellaneous
Ciao Bella,"['ciao', 'bella']",['bella ciao'],anecdotes/miscellaneous
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,"['bakeri', 'say', 'see', 'bread', 'manhathan', 'special', 'like', 'buy', 'come', 'dowtown']","['special bakery', 'bread comes', 'dowtown manhathan', 'it dowtown', 'we seen', 'buying seen']",food
The dim sum servings here are a bit larger than I'm used to.,"['bite', 'sum', 'serv', 'use', 'dim', 'larger']","['bit larger', 'dim servings', 'servings are', 'here are', 'i used']",food
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.","['front', 'romant', 'door', 'rid', 'seem', 'howev', 'dark', 'glass', 'manag', 'great', 'getup', 'replac', 'summer', 'big', 'chang']","['dark romantic', 'big door', 'itself ridding', 'dark getup', 'great door', 'management changed', 'romantic getup', 'door replaced', 'great big', 'it seems']",service
We won't go to this place again for a good meal.,"['good', 'meal', 'place', 'go']","['', 'we go', ""n't go""]",food
It's a much more grown up restaurant compared to the rest of the street.,"['grow', 'much', 'compar', 'rest', 'restaur', 'street']","['more grown', ""it 's"", 'much more', 'grown restaurant']",ambience
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.","['rub', 'sauc', 'fabul', 'poach', 'mix', 'curious', 'let', 'spice', 'howev', 'gorgeous', 'season', 'yet', 'moist', 'much', 'barbecu', 'might', 'textur', 'herb', 'would', 'do', 'bland', 'codfish', 'enhanc', 'overwhelm']","['gorgeously moist', 'barbecued codfish', 'much done', 'other sauce', 'fabulous texture', 'codfish was', 'herb mix', 'rub overwhelmed', 'texture let', 'however herb']",food
We were treated with attitude ever since the moment we stepped into the restaurant!,"['restaur', 'ever', 'attitud', 'treat', 'sinc', 'moment', 'step']","['we treated', 'we stepped']",service
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.","['biggest', 'see', 'dinner', 'danc', 'huge', 'floor', 'ny', 'one', 'probabl', 'date', 'take']","['you see', 'date take', 'huge dance', 'huge floor']",ambience
Taj Mahal offeres gret value and great food.,"['valu', 'gret', 'great', 'mahal', 'offer', 'food', 'taj']","['mahal offeres', 'great food', 'gret value', 'value offeres', 'taj offeres']",food
Has the chef and owner changed???,"['chef', 'owner', 'chang']",['chef changed'],service
My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,"['artisan', 'dinner', 'experi', 'earli', 'satisfi', 'boyfriend', 'recent']","['dinner had', 'early dinner', 'artisanal dinner', 'recently had', 'boyfriend had']",anecdotes/miscellaneous
I absolutely Loved this place.,"['absolut', 'love', 'place']","['place loved', 'i loved', 'absolutely loved']",anecdotes/miscellaneous
I wish I lived there as I would eat at this place as often as possible!,"['wish', 'eat', 'would', 'live', 'often', 'place', 'possibl']","['as often', 'i lived', 'i eat', 'i wish', 'wish i', 'possible as']",anecdotes/miscellaneous
