reviews,lemmas,lemmas,lemmas,aspectCategory
We always go there on the weekends and leave extremely full and satisfied.,"['satisfi', 'alway', 'go', 'leav', 'weekend', 'full', 'extrem']",always go;extremely full;,we go;,anecdotes/miscellaneous
i dont how this place is still running.,"['dont', 'still', 'place', 'run']",still running;,i do;place running;,anecdotes/miscellaneous
The server was really cool and served us our food and drinks with a smile.,"['cool', 'smile', 'server', 'us', 'realli', 'drink', 'food', 'serv']",really cool;,server was;us served;food served;,service
We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,"['street', 'block', 'indian', 'restaur', 'stumbl', 'east', 'food', 'sixth', 'search']",indian restaurants;east sixth;sixth street;,we were;indian restaurants;east street;sixth street;,anecdotes/miscellaneous
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .","['thai', 'usual', 'alway', 'planet', 'sushi', 'go', 'hit', 'excel', 'food', 'great', 'thailand']",always been;i go;there usually;,thailand been;i go;which is;thai food;food is;,food
"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.","['naron', 'term', 'track', 'jason', 'short', 'low', 'point', 'sterl', 'record', 'chef', 'excit', 'truli', 'move', 'hear']",very excited;short-term chef;truly was;low point;,short term;narone moved;he was;low point;sterling record;,anecdotes/miscellaneous
Excellent experience.,"['experi', 'excel']",excellent experience;,excellent experience;,anecdotes/miscellaneous
"Well worth the trip, close to City Hall and downtown subway stops.","['citi', 'trip', 'downtown', 'worth', 'hall', 'subway', 'well', 'stop', 'close']",downtown subway;,,anecdotes/miscellaneous
I had to share my table with a loud group of kids and the service was rude an unattentive.,"['share', 'group', 'loud', 'tabl', 'unattent', 'rude', 'servic', 'kid']",loud group;,i had;table share;loud group;service was;,service
What more could you want?,"['want', 'could']",,more want;you want;,anecdotes/miscellaneous
"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.","['eat', 'scar', 'place', 'person', 'type', 'go', 'like', 'great', 'entertain']",great place;,you are;who likes;this is;great place;,anecdotes/miscellaneous
"All in all, I don't see how you can go wrong.","['see', 'go', 'wrong']",n't see;,i see;n't see;you go;,anecdotes/miscellaneous
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,"['good', 'sauc', 'tomato', 'fresh', 'sooo', 'garlic', 'skimp', 'pizza']",sooo good;fresh tomatoes;n't skimp;,sauce sooo;garlic tomatoes;they skimp;n't skimp;,food
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.","['yorki', 'perfect', 'recent', 'decid', 'tri', 'locat', 'delight', 'outdoor', 'sinc', 'seat']",recently decided;outdoor seating;,we decided;location try;they have;outdoor seating;seating have;perfect seating;i had;yorkie had;,ambience
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.","['husband', 'ice', 'cream', 'enjoy', 'mesclun', 'salmon', 'cours']",,husband had;mesclun had;he enjoyed;courses enjoyed;,food
We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,"['wait', 'twenti', 'minut', 'call', 'problem', 'tell', 'curtain', 'pm', 'would']",,we told;wait was;,anecdotes/miscellaneous
The food is usually good but it certainly isn't a relaxing place to go.,"['good', 'usual', 'certainli', 'place', 'relax', 'go', 'food']",usually good;certainly is;relaxing place;,food is;it is;n't is;relaxing place;,food
I'm told that it is open 24hrs which is good.,"['open', 'good', 'tell', 'hr']",,i told;it is;open 24hrs;which is;,anecdotes/miscellaneous
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!","['great', 'live', 'bistro', 'friendli', 'chilaquil', 'awesom', 'brunch', 'staff', 'super', 'fabul', 'fare', 'knowledg', 'wonder', 'jazz']",knowledgable staff;fabulous bistro;wonderful jazz;great live;live jazz;,friendly staff;fabulous fare;bistro fare;wonderful brunch;great jazz;live jazz;chilaquiles were;,food
The prices were fantastic.,"['fantast', 'price']",,prices were;,price
What a great place!,"['great', 'place']",great place;,great place;,anecdotes/miscellaneous
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","['hous', 'quibbl', 'courtesey', 'bill', 'set', 'liquer', 'pour', 'measur', 'still']",pour-your-own measures;were courtesey;,quibbles were;pour measures;own pour;which were;,food
"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.","['littl', 'work', 'attent', 'could', 'tabl', 'busi', 'industri', 'servic', 'also', 'understand', 'someon']",little more;more attentive;also works;,service been;who works;i understood;they were;,service
"It's not mind-blowing, but to me, thai food never is and never will be.","['thai', 'never', 'mind', 'blow', 'food']",not mind-blowing;never is;,it 's;not 's;thai food;food is;never is;never be;,food
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","['though', 'good', 'mouth', 'pork', 'longer', 'tri', 'belli', 'melt', 'roast', 'budget', 'bite', 'wish', 'fat', 'select', 'experi', 'food', 'consid', 'well', 'order']",very good;i wish;melt-in-your-mouth experience;,food was;we tried;selection tried;i wish;belly roasted;that ordered;i ordered;fat was;melt experience;,food
"Although, one night we went it was super cheesy, and another night it was less cheesy.","['cheesi', 'one', 'although', 'night', 'go', 'anoth', 'super', 'less']",super cheesy;less cheesy;,we went;it was;super cheesy;it was;less cheesy;,food
"Even though it is a little loud, you don't have to yell at each other to talk.","['littl', 'though', 'loud', 'yell', 'talk', 'even']",little loud;n't have;,it is;you have;n't have;,ambience
"i've been to sapphire twice and both times the food was fine, if not good.","['good', 'time', 'twice', 'sapphir', 'food', 'fine']",sapphire twice;not good;,i been;food was;not if;,food
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"['kinda', 'place', 'tabl', 'nice', 'beauti', 'enjoy', 'dinner', 'nosiy', 'close', 'togeth', 'still']",kinda nosiy;beautiful place;nice dinner;,it is;it 's;beautiful place;nice dinner;dinner enjoy;,ambience
Was surprisingly disappointed.,"['disappoint', 'surprisingli']",surprisingly disappointed;,,anecdotes/miscellaneous
I love the fact that the pizza tastes so good and is so cheap.,"['good', 'fact', 'love', 'tast', 'pizza', 'cheap']",so good;so cheap;,i love;fact love;pizza tastes;,food
Nicky the Nose at the bar is a treat.,"['bar', 'treat', 'nicki', 'nose']",,nose is;,service
I went to Ruby Foo's after work with a group of 6.,"['work', 'group', 'foo', 'rubi', 'go']",i went;ruby foo;,i went;foo ruby;,anecdotes/miscellaneous
I'm amazed we haven't been kicked out of this place yet.,"['amaz', 'yet', 'place', 'kick']",n't been;,i 'm;we kicked;n't kicked;,anecdotes/miscellaneous
"Service was prompt, friendly and great.","['prompt', 'great', 'servic', 'friendli']",,service was;,service
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.","['lamb', 'eat', 'delici', 'dress', 'extra', 'virgnin', 'nice', 'salad', 'realli', 'oil', 'chop', 'lemon', 'oliv']",n't eat;as delicious;really nice;nice dressed;extra virgnin;virgnin olive;olive oil;,i eat;n't eat;chop eat;delicious chop;salads are;,food
The sushi was awful!,"['sushi', 'aw']",,sushi was;,food
Katz's has been a NYC original for over 100 years.,"['nyc', 'katz', 'year', 'origin']",nyc original;,katz been;nyc original;,anecdotes/miscellaneous
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,"['nearbi', 'cost', 'one', 'dish', 'get', 'lexington', 'indian', 'restaur', 'meal', 'dainti', 'excel', 'avenu', 'mani']",excellent meal;many indian;indian restaurants;nearby lexington;,you get;excellent meal;meal get;many restaurants;indian restaurants;nearby lexington;lexington avenue;dishes get;,price
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.","['sandwich', 'pastrami', 'wash', 'pickl', 'ici', 'buttah', 'like', 'experi', 'cold', 'beer', 'pleasur']",pleasurable experience;,sandwich was;cold beer;it wash;it was;pleasurable experience;,food
The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,"['soggi', 'make', 'third', 'gener', 'creativ', 'fornini', 'plain', 'wild', 'mushroom', 'drench', 'truffl', 'oil', 'rest', 'nothingon', 'pizza', 'middl']",creative wild;wild mushroom;third generation-fornini;truffle oil;again making;,plain pizza;pizza was;creative pizza;wild pizza;mushroom(third fornini;pizza drenched;we had;truffle oil;it soggy;rest nothingon;,food
"Late nite omelletes are not good here, there is no variety!","['omellet', 'good', 'late', 'varieti', 'nite']",late nite;not good;,late nite;omelletes are;not are;,food
Everything at Sala Thai is tasty and well-portioned.,"['thai', 'tasti', 'everyth', 'sala', 'well', 'portion']",sala thai;,everything is;,food
"After all that, they complained to me about the small tip.","['small', 'complain', 'tip']",small tip;,they complained;small tip;,service
It's a great place to pick up a cheap lunch or dinner.,"['lunch', 'place', 'dinner', 'great', 'pick', 'cheap']",great place;cheap lunch;,it 's;great place;cheap lunch;lunch pick;,price
"Behind this counter, two men are squeezed in.","['behind', 'two', 'counter', 'men', 'squeez']",,men squeezed;,ambience
Great find!!!,"['find', 'great']",great find;,great find;,anecdotes/miscellaneous
"If only they delivered, they'd make a mint!","['deliv', 'mint', 'make']",,they delivered;they make;mint make;,anecdotes/miscellaneous
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.","['fish', 'mizu', 'sushi', 'whenev', 'servic', 'qualiti', 'fix', 'need', 'great']",sushi fix;great service;,you need;fix need;mizu be;great service;,food
"Our waitress was sweet and accomodating, not overbearing.","['waitress', 'sweet', 'accomod', 'overbear']",not overbearing;,waitress was;not overbearing;,service
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,"['wait', 'though', 'see', 'tabl', 'could', 'reserv', 'wife', 'go', 'empti', 'sigh', 'mani', 'even']",there many;,we had;you see;many see;that were;not reservation;,service
I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,"['eat', 'take', 'tell', 'even', 'go', 'ant', 'realli', 'want', 'everyon', 'food', 'disappoint']",really disappointed;disappointed ant;tell everyone;go eat;even take;,i was;disappointed ant;ant wanted;everyone tell;not go;food take;,anecdotes/miscellaneous
The website and rating makes this place look wonderful but in reality it was very disappointing.,"['place', 'make', 'look', 'rat', 'websit', 'realiti', 'wonder', 'disappoint']",look wonderful;very disappointing;,website makes;place look;it was;,ambience
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","['work', 'despit', 'fresh', 'art', 'perfect', 'ultra', 'do', 'limit', 'everyth', 'menu', 'slightli', 'food', 'prepar']",slightly limited;limited menu;ultra fresh;,limited menu;everything done;,food
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,"['cool', 'go', 'feet', 'away', 'world', 'th', 'sit', 'avenu', 'sidewalk', 'outdoor', 'wonder', 'atmospher', 'even', 'watch']",cool evening;,outdoor atmosphere;atmosphere was;world go;6th avenue;cool evening;,ambience
