text,_id
"The food is fresh, delicious, and reasonably priced.",2708
Raga stands out with an interesting fusion of French and Indian cooking.,275
"A few tips: skip the turnip cake, roast pork buns and egg custards.",2105
The bagels are fabulous.,2152
"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",191
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,3319
"The food was very good, a great deal, and the place its self was great.",3681
The food options rule.,2171
A great choice at any cost and a great deal.,3462
"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",1087
"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",1865
Definately check it out!!!,1380
"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",3421
"Their calzones are horrific, bad, vomit-inducing, YUCK.",1293
It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,3475
The place itself is beautiful the bar scene seems to be happening.,818
"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",2893
"Good spreads, great beverage selections and bagels really tasty.",3170
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",2932
We will be back.,2575
"Also, top the meal with a delicious and perfect slice of tiramisu.",451
It seems like this is a place the locals like and the people working here liked it too.,3700
Check out the secret back room.,119
"It's also attached to Angel's Share, which is a cool, more romantic bar...",2817
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",2517
Stick to the gulab jamun.,2883
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",556
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,563
With the theater 2 blocks away we had a delicious meal in a beautiful room.,924
"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",3113
We were not dissappointed in the least bit by this little gem.,2164
Also very inexpensive.,3461
"We've only eaten in the restaurant once, but we have ordered many times for dinner.",3041
I got enough reasons to keep coming back!!!,2459
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,1013
The food is great and reasonably priced.,193
The characters really make for an enjoyable experience.,1569
I would definitely recommend SEA if you like thai cuisine!,2217
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",78
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",2280
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",3424
You cannot go wrong with this place.,3641
"It is the type of place to run into old friends and have a late, raucus dinner.",1707
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",2766
Prices are in line.,667
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",1600
The food is prepared quickly and efficiently.,134
and for this i had to shell out a small fortune?,3336
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",2421
The food looked very appetizing and delicious since it came on a variety of fancy plates.,159
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,1490
I have tried literally every restaurant on curry row.,3546
"The food is terrible and overall, I would have to say avoid at all costs.",1548
"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.",2107
"Unfortunately, the food was NOT something to get worked up about.",1709
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",1550
I had Filet Mignon with garlic mash.,3305
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",874
"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",3116
Go inside and you won't want to leave.,2707
