reviews,lemmas,aspectCategory
It is by far my favorite restaurant in Brooklyn.,"['far', 'brooklyn', 'favorit', 'restaur']",anecdotes/miscellaneous
Now it's so crowded and loud you can't even talk to the person next to you.,"['crowd', 'even', 'talk', 'person', 'next', 'loud']",ambience
Love Pizza 33..,"['love', 'pizza']",anecdotes/miscellaneous
Even my Indian friend couldn't believe how good and tasty everything was.,"['even', 'believ', 'everyth', 'indian', 'tasti', 'good', 'friend']",food
"I'm from England, and Haru's was the best I had in NYC.","['best', 'haru', 'nyc', 'england']",anecdotes/miscellaneous
Less = More in their case.,"['case', 'less']",anecdotes/miscellaneous
Ruby Foo's is a tourist trap.,"['rubi', 'trap', 'tourist', 'foo']",anecdotes/miscellaneous
I've been here a couple of times and have not been impressed.,"['time', 'coupl', 'impress']",anecdotes/miscellaneous
I've been many time and have never been disappointed.,"['never', 'time', 'mani', 'disappoint']",anecdotes/miscellaneous
Ciao Bella,"['ciao', 'bella']",anecdotes/miscellaneous
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,"['say', 'see', 'buy', 'come', 'special', 'like', 'bakeri', 'manhathan', 'dowtown', 'bread']",food
The dim sum servings here are a bit larger than I'm used to.,"['sum', 'larger', 'use', 'bite', 'dim', 'serv']",food
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.","['getup', 'manag', 'replac', 'chang', 'rid', 'front', 'dark', 'howev', 'romant', 'glass', 'big', 'door', 'seem', 'summer', 'great']",service
We won't go to this place again for a good meal.,"['place', 'good', 'meal', 'go']",food
It's a much more grown up restaurant compared to the rest of the street.,"['much', 'compar', 'street', 'grow', 'rest', 'restaur']",ambience
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.","['rub', 'overwhelm', 'herb', 'season', 'moist', 'let', 'much', 'yet', 'textur', 'might', 'fabul', 'codfish', 'barbecu', 'would', 'curious', 'mix', 'howev', 'poach', 'sauc', 'bland', 'gorgeous', 'do', 'enhanc', 'spice']",food
We were treated with attitude ever since the moment we stepped into the restaurant!,"['step', 'attitud', 'moment', 'ever', 'treat', 'restaur', 'sinc']",service
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.","['take', 'probabl', 'see', 'ny', 'floor', 'danc', 'biggest', 'dinner', 'one', 'date', 'huge']",ambience
Taj Mahal offeres gret value and great food.,"['taj', 'food', 'valu', 'gret', 'offer', 'mahal', 'great']",food
Has the chef and owner changed???,"['owner', 'chang', 'chef']",service
My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,"['boyfriend', 'recent', 'earli', 'artisan', 'dinner', 'satisfi', 'experi']",anecdotes/miscellaneous
I absolutely Loved this place.,"['love', 'place', 'absolut']",anecdotes/miscellaneous
I wish I lived there as I would eat at this place as often as possible!,"['would', 'possibl', 'wish', 'live', 'often', 'eat', 'place']",anecdotes/miscellaneous
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.","['take', 'morn', 'fri', 'sandwich', 'ever', 'hurt', 'like', 'platter', 'molar', 'order', 'nite', 'turn', 'matter', 'hard', 'either', 'late', 'almost', 'place', 'baco', 'bacon']",food
"Outstanding Bagels, but you get what you pay for.","['bagel', 'outstand', 'pay', 'get']",food
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!","['freshli', 'nyc', 'pizza', 'tast', 'bread', 'like', 'top', 'addit', 'best', 'bake', 'crust']",food
"If you're in town, it's worth searching for another place.","['search', 'worth', 'town', 'place', 'anoth']",anecdotes/miscellaneous
I have tried the various slice joints around the village but this is by far the best one.,"['far', 'tri', 'joint', 'villag', 'variou', 'best', 'slice', 'one', 'around']",anecdotes/miscellaneous
"I found it on a cold night, the perfect spot to warm up.","['warm', 'cold', 'spot', 'perfect', 'find', 'night']",ambience
They even have a section in the menu called American Chinese food!,"['food', 'even', 'chines', 'american', 'menu', 'call', 'section']",food
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.","['warm', 'beef', 'fresh', 'carpaachio', 'attent', 'well', 'prepar', 'exel', 'portion', 'pasta', 'servic', 'huge']",food
kalbi and nebbiolo do work together.,"['togeth', 'kalbi', 'nebbiolo', 'work']",food
"Best Italian food I ever had (and being Italian, that means alot).","['food', 'mean', 'ever', 'italian', 'alot', 'best']",food
I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,"['food', 'go', 'italian', 'recommend', 'scopa', 'wonder', 'place', 'friend']",food
Located at the end of a magnificent block.,"['locat', 'end', 'block', 'magnific']",ambience
"This restaurant is not worth the time, effort, or money to say the least.","['say', 'money', 'time', 'worth', 'least', 'effort', 'restaur']",price
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","['see', 'fabul', 'real', 'clubhous', 'yorker', 'tri', 'enjoy', 'meal', 'room', 'new', 'look', 'full', 'restaur', 'around', 'saw']",ambience
Keep up the good work guys!,"['work', 'good', 'guy', 'keep']",anecdotes/miscellaneous
Hurley's is terrific!,"['hurley', 'terrif']",anecdotes/miscellaneous
They don't walk around with the trays of Dim Sum.,"['sum', 'tray', 'dim', 'walk', 'around']",ambience
Took my sister here before attending a show one evening.,"['take', 'even', 'attend', 'sister', 'one', 'show']",anecdotes/miscellaneous
"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).","['blond', 'see', 'ladi', 'ever', 'specif', 'bar', 'gorgeou', 'bartend', 'great']",service
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,"['waitress', 'bill', 'chanc', 'dessert', 'get', 'basic', 'us', 'order', 'plan']",service
Really.,['realli'],anecdotes/miscellaneous
I really loved the different and inovated touch that's the cheff gives to the food.,"['food', 'touch', 'love', 'inov', 'realli', 'cheff', 'give', 'differ']",food
Our friends have not arrived yet.,"['yet', 'friend', 'arriv']",anecdotes/miscellaneous
They came out over cooked and the cheese was almost non existant.,"['chees', 'cook', 'come', 'almost', 'exist', 'non']",food
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.","['rang', 'server', 'terrif', 'nice', 'toward', 'meal', 'instead', 'us', 'purchas', 'similarli', 'price', 'good', 'wine', 'guid', 'allow']",food
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!","['restaur', 'rude', 'overal', 'bite', 'must', 'svc', 'group', 'time', 'big', 'esp']",service
"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.","['pub', 'husband', 'thougt', 'would', 'go', 'anniversari', 'fantast', 'hyde', 'surpris', 'jekyl', 'great']",anecdotes/miscellaneous
Never once did I leave feeling unwelcome or impressed.,"['impress', 'never', 'feel', 'leav', 'unwelcom']",anecdotes/miscellaneous
"The food is good, especially their more basic dishes, and the drinks are delicious.","['food', 'dish', 'basic', 'drink', 'especi', 'good', 'delici']",food
But the main hit was the whole grilled fish.,"['grill', 'whole', 'fish', 'main', 'hit']",food
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.","['tuna', 'pinot', 'sampler', 'chocol', 'ravioli', 'dessert', 'sake', 'mushroom', 'tartar', 'wine', 'noir']",price
On a hot day it was fabulous to stop in and enjoy lunch.,"['hot', 'fabul', 'day', 'lunch', 'stop', 'enjoy']",anecdotes/miscellaneous
The food is delicious and beautifully prepared along with the friendly and personable service.,"['food', 'person', 'prepar', 'along', 'beauti', 'friendli', 'servic', 'delici']",food
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,"['crowd', 'work', 'go', 'get', 'line', 'night', 'deal', 'later', 'usual']",anecdotes/miscellaneous
Pizza here is consistently good.,"['consist', 'good', 'pizza']",food
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,"['food', 'charact', 'watch', 'ar', 'look', 'tiem', 'show', 'great']",food
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.","['waiter', 'away', 'take', 'even', 'beer', 'manag', 'need', 'tri', 'tabl', 'peopl', 'drink', 'us', 'look', 'yet', 'approach', 'tell', 'full', 'reserv']",service
Wouldn't recomend it for dinner!,"['recomend', 'dinner']",anecdotes/miscellaneous
Sauce was watery and the food didn't have much flavor.,"['food', 'much', 'wateri', 'flavor', 'sauc']",food
My husband and I enjoy Sangria.,"['sangria', 'enjoy', 'husband']",food
"But after last night, Spice Grill is the only place I'm eating indian cuisine.","['grill', 'last', 'cuisin', 'indian', 'night', 'eat', 'spice', 'place']",food
We both opted for a pasta dish and they were served timely and fresh.,"['fresh', 'dish', 'time', 'serv', 'pasta', 'opt']",service
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...","['tri', 'come', 'main', 'second', 'order', 'glass', 'appet', 'wrong', 'cours', 'wine', 'first', 'bread']",service
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!","['food', 'lonk', 'review', 'din', 'sure', 'saul', 'previou', 'neighborhood', 'great']",food
"In an area sadly lacking in decent Thai food, this is one of the best spots.","['food', 'decent', 'thai', 'lack', 'spot', 'sadli', 'best', 'one', 'area']",food
Tell them Herky sent you and get a free confused look from the waiter.,"['waiter', 'confus', 'send', 'herki', 'free', 'get', 'look', 'tell']",anecdotes/miscellaneous
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,"['probabl', 'lot', 'make', 'arriv', 'in', 'minut', 'difficulti', 'seat', 'close', 'guest', 'delay', 'expect', 'squar', 'walk', 'time', 'reserv', 'host', 'staff']",service
The food was average or above including some surprising tasty dishes.,"['food', 'dish', 'includ', 'averag', 'surpris', 'tasti']",food
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,"['emphasi', 'fresh', 'thai', 'necessari', 'special', 'good', 'seem', 'place', 'ingredi']",food
Other apetizers and food,"['food', 'apet']",food
The noodle and rices dishes taste great.,"['tast', 'rice', 'dish', 'noodl', 'great']",food
The food's as good as ever.,"['food', 'good', 'ever']",food
"The crust is thin, the ingredients are fresh and the staff is friendly.","['fresh', 'friendli', 'crust', 'thin', 'ingredi', 'staff']",food
Your friends will thank you for introducing them to this gem!,"['introduc', 'gem', 'friend', 'thank']",anecdotes/miscellaneous
Also a little more expensive than your average bagel place.,"['expens', 'also', 'littl', 'bagel', 'averag', 'place']",price
"the food was undercooked-the sauce watery, and the vegetables raw.","['food', 'undercook', 'raw', 'wateri', 'sauc', 'veget']",food
And the fried clams had just enough kick to them to make 'em worth eating.,"['em', 'make', 'enough', 'fri', 'clam', 'worth', 'eat', 'kick']",food
The sauces used are also not that exciting.,"['sauc', 'excit', 'also', 'use']",food
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,"['entre', 'lunch', 'complimentari', 'order', 'appet', 'menu', 'offer', 'secret', 'everi']",food
I absolutely love this place!!!,"['love', 'place', 'absolut']",anecdotes/miscellaneous
The rice was poor quality and was cooked so badly it was hard.,"['badli', 'cook', 'rice', 'poor', 'hard', 'qualiti']",food
We had champagne and caviar and felt like princesses!,"['caviar', 'like', 'felt', 'champagn', 'princess']",food
The shrimp scampi was excellent and the antipasti were plentiful.,"['plenti', 'excel', 'antipasti', 'scampi', 'shrimp']",food
I am surprised to say the least and find such practice not worth the effort.,"['say', 'find', 'worth', 'least', 'effort', 'surpris', 'practic']",anecdotes/miscellaneous
