lemmas,bigrams
"['japanes', 'stuff', 'food', 'rare', 'thing']",japanese food;rare thing;
"['best', 'visit', 'descript', 'accur', 'give', 'establish', 'tri']",accurate description;
"['certainli', 'horrend', 'servic', 'good', 'food', 'il', 'mulino']",
"['worth', 'money', 'well', 'expens']",
"['categori', 'one', 'servic', 'would', 'expect', 'price', 'joint']",
"['famili', 'entertain', 'restaur', 'incred', 'expect', 'never']",never expected;such incredible;incredible entertainment;
"['reserv', 'though', 'recommend', 'would', 'weekend']",recommend reservations;
"['far', 'mani', 'citi', 'thai', 'place', 'toon']",many thai;thai places;so far;
"['lunch', 'pizza', 'place', 'great']",great pizza;lunch place;
"['tasti', 'spend', 'extrem', 'two', 'lunch', 'food', 'expens']",very expensive;extremely tasty;
"['go', 'would', 'think']",n't think;
"['seve', 'group', 'well']",well seved;
"['feat', 'mean']",mean feat;
"['go', 'famili', 'often', 'eat']",often go;
"['back', 'would', 'wish', 'chang']",i wish;
"['total', 'menu', 'even', 'japanes', 'special', 'sign', 'food', 'waitstaff']",totally japanese;
['pizza'],
"['get', 'spici', 'boyfriend', 'sesam', 'scallop', 'chicken', 'consist', 'roll', 'love']",consistently gets;
"['like', 'think', 'belt', 'year', 'live', 'last', 'ny', 'bite', 'food', 'tini', 'experi', 'critic']",think i;tiny bit;
"['cross', 'bill', 'note']",i noted;
"['back', 'needl', 'say', 'never', 'go', 'wari']",never going;
"['best', 'wrap', 'nori', 'dish', 'tuna']",best dish;nori-wrapped tuna;
"['food', 'absolut', 'amaz']",absolutely amazing;
"['like', 'feel', 'bring', 'make', 'server', 'favor', 'food']",
"['disappoint', 'slightli', 'order', 'altern', 'excel', 'fast', 'food', 'joint']",excellent alternative;fast food;slightly disappointing;
"['restaur', 'inn', 'mermaid', 'overal', 'good', 'realli', 'seafood']",overall good;good restaurant;really good;good seafood;
"['time', 'tri', 'first', 'corner', 'colleagu', 'around', 'work']",i work;first time;
"['go', 'anoth', 'coupl', 'boyfriend']",
"['staff', 'attent', 'friendli', 'also']",also attentive;
"['eat', 'truli', 'deal', 'amaz']",eat deal;truly amazing;
"['decent', 'get', 'pay', 'sinc', 'order', 'buck', 'dish', 'problem', 'tast']",decent taste;
"['provid', 'best', 'peopl', 'though', 'lister', 'definit', 'street', 'place', 'experi', 'walk']",best experience;
"['rip', 'small', 'bun', 'tri', 'steam', 'patti', 'four', 'worth', 'meat']",small meat;steamed buns;not worth;worth trying;
"['time', 'find', 'first', 'take', 'long', 'us', 'place']",long time;
"['terrif', 'pizza', 'even', 'better', 'price']",even better;
"['listen', 'idl', 'engin', 'ambianc', 'imagin', 'food', 'dread']",only had;idle engine;
"['food', 'good']",
"['restaur', 'best', 'avenu', 'th', 'everi', 'street', 'joya', 'atlant', 'tri', 'thai']",atlantic avenue;
"['waiter', 'okay', 'pay', 'money', 'outta', 'take', 'immedi', 'say', 'guy']",outta here;
"['eleg', 'shout', 'room', 'music', 'din', 'quietli', 'refresh']",quietly elegant;
"['eleg', 'sushi', 'new', 'fish', 'anywher', 'overflow', 'opinion', 'thank', 'admittedli', 'york', 'piec', 'simpl', 'good', 'better', 'us', 'place', 'plate', 'gigant']",gigantic pieces;fish overflowing;thank goodness;elegant sushi;better place;new york;
"['lover', 'peep', 'die', 'hard']",die hard;hard peep;
"['treat', 'becom', 'regular', 'one']",
"['lover', 'prepar', 'wide', 'interest', 'menu', 'varieti', 'seem', 'dish', 'seafood', 'way']",wide variety;interesting ways;
"['like', 'famili', 'part', 'treat', 'everyon']",were part;
"['brushetta', 'white', 'pasta', 'phenomen', 'start', 'incred', 'bean']",white bean;
"['menu', 'everyth', 'rest', 'good', 'limit', 'eat']",good eats;
"['like', 'noth', 'websit', 'one', 'menu']",is nothing;
"['awesom', 'lay', 'servic', 'food', 'great']",great food;great lay;awesome service;
"['back', 'repli', 'wrap', 'ive', 'away', 'attend', 'lotu', 'rice', 'walk', 'cart', 'leaf', 'ask']",ive asked;wrapped rice;just walked;
"['head', 'let', 'go', 'becom', 'popular', 'sea']",so popular;
"['seat', 'wednesday', 'night', 'promptli', 'walk']",wednesday night;
"['restaur', 'favorit', 'indian', 'chennai', 'garden', 'citi']",favorite indian;indian restaurant;
"['like', 'european', 'staff', 'feel', 'town', 'make', 'littl', 'wait', 'freindli', 'eat']",wait staff;very freindly;freindly little;little european;european town;
"['ever', 'arti', 'restur', 'sister', 'cafe', 'oh', 'tri', 'west', 'side', 'yeah']",sister resturant;
"['like', 'restaur', 'besid', 'around', 'citi']",more restaurants;
"['place', 'love', 'roommat']",
"['deal', 'busi', 'rude', 'outstand', 'servic', 'never', 'waitstaff']",very busy;not outstanding;outstanding service;i 've;never been;
"['like', 'back', 'restaur', 'year', 'japan', 'feel', 'live', 'food', 'tast']",
['worth'],
"['crowd', 'attract', 'well', 'dress', 'even', 'ny', 'place']",
"['servic', 'food', 'price', 'great']",great price;
"['enough', 'close', 'good']",so close;not good;
"['tuesday', 'night']",tuesday night;
"['without', 'get', 'also', 'live', 'happen', 'hassl', 'car', 'bite', 'inwood']",i happen;
"['menu', 'great', 'extens', 'flavor']",
"['amaz', 'person', 'servic', 'attent', 'food', 'ambienc']",so attentive;
"['burg', 'interior', 'northsid', 'best', 'anywher', 'see', 'bring', 'impress', 'w', 'place', 'whoever']",best interior;
"['year', 'consist', 'never', 'let', 'food']",never lets;
"['fresh', 'find', 'sashimi', 'varieti', 'yummi', 'plate', 'satisfi']",
"['bad', 'atmospher', 'forget', 'read', 'either']",
"['time', 'wast', 'money']",n't waste;
"['money', 'custom', 'much', 'want', 'concern', 'make', 'health']",concern much;just want;make money;
"['carri', 'time', 'routin', 'order', 'much', 'convers', 'hint', 'amaz', 'interrupt', 'sit', 'take', 'us', 'servant', 'waitress', 'ask']",n't carry;routinely interrupted;too much;much time;just sat;
"['get', 'servic', 'sometim', 'good', 'food', 'ok']",sometimes i;i get;good food;ok service;
"['kai', 'eat', 'disapoint']",just ate;
"['nois', 'food', 'pay', 'fellow', 'chanc', 'tunnel', 'peopl', 'bridg', 'lot', 'mediocr', 'place', 'folk']",fellow bridge;
"['surpris', 'great']",great surprise;
"['come', 'like', 'chicken', 'manag', 'complain', 'ever', 'know', 'one', 'dish', 'tell', 'us', 'suppos', 'tast']",chicken dish;ever complained;just did;n't know;
"['food', 'spici', 'delici']",was spicy;
"['tuesday', 'even', 'go', 'fianc']",i went;tuesday evening;
"['littl', 'overpric', 'take', 'worth', 'bite']",little overpriced;
['wonder'],
"['lunch', 'go', 'weekday', 'late']",late weekday;
"['hype', 'understand']",just do;n't understand;
"['away', 'tear', 'friend', 'bar', 'bartend', 'unabl']",
"['time', 'find', 'neighborhood', 'someth', 'street', 'eat', 'across', 'go', 'wast', 'good', 'tamari', 'tri', 'food', 'rather', 'anyway']",good food;n't waste;find something;rather go;
"['also', 'buffet', 'offer', 'fix', 'dahkin', 'lunch', 'prix']",also offers;prix fixe;
"['time', 'could', 'matter', 'eye', 'littl', 'roomier', 'realli', 'place', 'although', 'catch']",little more;more eye;same time;n't really;really matter;
"['mind', 'bare', 'see', 'convers', 'never']",barely see;
"['time', 'bart', 'st', 'frist', 'delic', 'servic', 'cafe', 'say', 'must', 'food']",frist time;cafe st.;st. bart;
"['either', 'get']",n't get;
"['date', 'doubl', 'friend', 'appet', 'drink', 'girlfriend', 'go']",double date;few drinks;
"['hot', 'grab', 'bagel', 'way', 'work', 'place', 'great']",great place;hot bagel;
"['like', 'pour', 'powder', 'transluc', 'red', 'chicken', 'leftov', 'sprinkl', 'take', 'oil', 'sauc', 'pepper']",leftover chicken;poured oil;sprinkled pepper;
"['waiter', 'get', 'snobbi', 'think', 'order', 'complimentari', 'us', 'one', 'give', 'even', 'would', 'take', 'drink', 'instead', 'minut', 'apolog', 'lip', 'ask']",complimentary drinks;n't even;even take;
"['favorit', 'place', 'manhattan', 'one']",favorite places;
"['tabl', 'leav', 'bring', 'glass', 'bottl']",brought glasses;just left;
"['rip', 'actual', 'tip', 'give', 'total', 'despit', 'servic', 'do', 'mediocr', 'never', 'food', 'felt']",actually gave;never done;totally ripped;
"['nice', 'arriv', 'forward', 'sangria', 'look', 'glass']",nice glass;
"['tabl', 'recommand', 'request', 'would', 'window', 'highli']",highly recommand;
"['waiter', 'disappoint', 'remors', 'quit', 'lack', 'poor', 'slow', 'enjoy', 'servic', 'food', 'highli', 'compet']",highly disappointed;poor service;not quite;quite competent;slow service;
"['patron', 'one', 'never']",never patronize;
"['neighborhood', 'pizzeria', 'new', 'explor', 'stumbl', 'upon', 'great']",great pizzeria;new neighborhood;
"['basi', 'restaur', 'hear', 'decid', 'daili', 'lot', 'pass', 'tri', 'thing', 'great']",great things;daily basis;
"['bright', 'flower', 'servic', 'garden', 'howev']",bright flower;
"['tri', 'give']",
"['far', 'away', 'place', 'stay']",far away;
"['come', 'back']",
"['time', 'disappoint', 'three', 'menu', 'item', 'groceri']",not once;once has;
"['part', 'regular', 'noth', 'good', 'special', 'food']",very good;most part;just regular;regular food;nothing special;
"['touch', 'inde', 'contrast', 'heat', 'jalapeno', 'would', 'good']",touch more;more jalapeno;jalapeno heat;very good;
"['ew', 'sinc', 'see', 'one', 'recommend', 'last', 'favorit', 'dish', 'pad', 'tri', 'review']",see ew;last reviewer;favorite dishes;
"['go', 'back']",back again;
"['back', 'hear', 'well', 'music', 'cool', 'worth', 'eat', 'patio']",back patio;hear well;well there;
"['perfect', 'locat']",
"['come', 'like', 'neither', 'shrimp', 'much', 'us', 'filet', 'care', 'appet', 'realli', 'good', 'frite', 'guacamol', 'great']",really great;very good;n't much;so good;
"['asbolut', 'lunch', 'steal', 'special']",asbolute steal;
"['fusion', 'food', 'air', 'asian']",asian-air fusion;
"['reason', 'fanci', 'noth', 'pretti', 'realli', 'good', 'food', 'price']",really good;good food;pretty reasonable;reasonable price;
"['profession', 'cheeseburg', 'chicken', 'huge', 'servic', 'delict', 'pie', 'excpetiona', 'wan', 'warm', 'pot']",cheeseburger huge;service professional;professional wan;
"['like', 'display', 'window', 'quit', 'rat', 'deserv', 'michelin', 'prooudli', 'realli', 'food', 'ambienc', 'sure']",quite liked;not quite;quite sure;really deserve;so prooudly;
"['come', 'time', 'bad', 'post', 'tamarind', 'surpris', 'away', 'extrem', 'satisfi', 'alway', 'forward', 'look', 'return', 'review']",bad reviews;always come;extremely satisfied;
"['night', 'saturday', 'lazi', 'go', 'end']",lazy saturday;
"['may', 'english', 'best', 'employe', 'speak', 'add', 'italian', 'experi']",few italian;italian employees;not speak;best english;
"['get', 'restaur', 'never', 'week', 'read', 'last', 'take', 'upon', 'howev', 'eat', 'review']",never eaten;last week;
"['brunch', 'dinner']",
"['union', 'time', 'squar', 'spice', 'probabl', 'best', 'restaur', 'indian', 'cafe', 'around', 'still']",cafe spice;probably 5-8;5-8 times;probably still;best indian;indian restaurant;
"['worth', 'price']",
"['perfect', 'recommend', 'grand', 'would', 'close', 'central', 'look', 'place']",grand central;
"['staff', 'till', 'enter', 'moment', 'help', 'friendli', 'fantast', 'walk']",helpful staff;just fantastic;
"['food', 'servic', 'wonder', 'good']",
['friend'],only have;have friends;
"['servic', 'excel', 'get', 'advic']",excellent service;
"['great', 'restaur', 'someth', 'meal', 'enjoy', 'noisi', 'sit', 'bite', 'overlook']",bit noisy;is something;great meal;
"['spici', 'includ', 'place', 'ethnic', 'make', 'friend', 'indian', 'long', 'food', 'fan', 'ago']",spicy ethnic;ethnic foods;indian included;made friends;long ago;
"['frustrat', 'pleas', 'save']",
"['snack', 'set', 'dinner', 'proper', 'say', 'realli']",really is;not set;proper dinner;
"['restaur', 'qualiti', 'place', 'live', 'perfect', 'make', 'accompani', 'jazz', 'food', 'fantast']",fantastic live;live jazz;
"['time', 'saul', 'outrag', 'consist', 'eat', 'alway', 'mani', 'good', 'food']",many times;always consistently;outrageously good;
"['season', 'beer', 'alway', 'bartend', 'ask']",always ask;seasonal beer;
"['time', 'ambianc', 'visit', 'fact', 'enjoy', 'sq']",
"['back', 'figur', 'sinc', 'nj', 'grab', 'ny', 'way', 'food']",not grab;
"['easili', 'cost', 'tho', 'effect', 'serv', 'thu', 'sandwich', 'stuff', 'pricey', 'person']",tho pricey;easily thus;cost effective;
"['compar', 'restaur', 'fair', 'simpli', 'chinatown']",chinatown restaurants;simply not;not fair;
"['money', 'spend', 'one', 'type', 'servic', 'would', 'expect', 'food']",
"['like', 'atmospher', 'love', 'pari', 'felt']",
"['everi', 'better', 'next', 'cours']",
"['either', 'cheap', 'expens']",not cheap;
"['staff', 'incred', 'attent', 'help']",incredibly helpful;
"['present', 'magic', 'show', 'servic', 'work', 'thing']",
"['work', 'appar', 'good', 'cook']",good cook;
"['pleasantli', 'supris']",pleasantly suprised;
"['well', 'particularli', 'good', 'yellowtail']",particularly good;as well;
"['better', 'one', 'manhattanit', 'less']",
"['everyon', 'famili', 'welcom']",
"['marin', 'basil', 'oreganta', 'shrimp', 'tomato', 'salad', 'clam', 'cucumb', 'lot', 'spectacular', 'eat', 'perfectli']",i ate;ate clams;spectacular salad;perfectly marinated;marinated cucumbers;
"['smaller', 'lentil', 'lack', 'beyond', 'edibl', 'menu', 'even', 'dish', 'rice', 'flavor', 'salti', 'portion', 'basmati', 'chang']",even smaller;lentil dish;lacked flavor;
"['spice', 'menu', 'wallet', 'sleek', 'cool', 'hurt', 'modern']",not hurt;
"['staff', 'nice', 'featur', 'patroon', 'bar', 'cigar', 'great']",nice cigar;great staff;
"['bad', 'hey', 'think', 'block', 'walk']",i think;n't bad;
"['excel', 'afford', 'ambient']",very affordable;excellent ambient;
"['look', 'elsewher']",
"['best', 'sushi', 'rival', 'import', 'tokyo']",more important;
"['like', 'cheescak', 'never']",never had;had cheescake;
"['bill', 'high', 'worth', 'littl']",little high;
"['dine', 'jimmi', 'matter', 'ever', 'bronx', 'doubt', 'serious', 'uptown']",ever dine;
"['alway', 'everyon', 'bring', 'love']",here always;always loves;
"['co', 'get', 'discov', 'order', 'almost', 'hour', 'wait', 'deliveri', 'worker']",
"['worth', 'visit']",
"['dissapoint', 'real']",real dissapointment;
"['entertain', 'date', 'guest', 'town', 'well', 'go']",as well;
"['peopl', 'rave', 'ambienc']",do people;
"['meet', 'lafayett', 'friend', 'happen', 'famish', 'drink', 'thai', 'angel', 'walk']",thai angel;
"['fluke', 'sweet', 'oliv', 'fish', 'lime', 'nice', 'fruit', 'highlight', 'drizzl', 'sashimi', 'jalapeno', 'oil']",jalapeno-lime olive;olive oil;nicely highlighting;
"['experi', 'sushi', 'great']",great sushi;sushi experience;
"['decent', 'del', 'frisco', 'meal', 'look', 'go', 'price', 'great']",great meal;decent price;del frisco;
"['rice', 'charg']",
"['au', 'worst', 'one', 'poivr', 'steak']",worst i;
"['accid', 'find', 'great', 'restaur', 'see', 'play', 'doubt', 'friend', 'win', 'recent', 'sunday', 'pulitz', 'way', 'prize', 'afternoon']",recent sunday;accidently found;great restaurant;winning play;
"['ambianc', 'staff', 'owner', 'well', 'japanes', 'add', 'entir']",entire ambiance;
"['donut', 'like', 'ley', 'sweet', 'bread', 'conge', 'fri', 'soh', 'ow', 'tri', 'delici', 'deep', 'dough', 'call', 'tast']",deep fried;ow ley;sweet tasting;tasting bread;
"['tabl', 'may', 'overcompens', 'qualiti', 'candl', 'light', 'servic', 'close', 'situat', 'food', 'although']",closely situated;
"['waiter', 'delici', 'first', 'consid', 'one', 'hour', 'incred', 'help', 'attent', 'food']",incredibly helpful;only ones;first hour;
"['like', 'everi', 'hospit', 'enjoy', 'caviar', 'royalti', 'second', 'spectacular', 'waitstaff', 'felt']",spectacular caviar;hospitable waitstaff;
"['go', 'back', 'heartili', 'recommend']",heartily recommend;
"['visit', 'would', 'definit']",definitely visit;
"['batteri', 'citi', 'park', 'definit', 'worth', 'trip']",park city;
"['perhap', 'actual', 'extrem', 'consid', 'east', 'resid', 'eat', 'ethnic', 'dull', 'simpli', 'upper', 'rest', 'us', 'food', 'side']",upper east;east side;actually eaten;ethnic food;simply dull;
"['real', 'ever', 'first', 'empti', 'sunday', 'place', 'open']",real empty;first sunday;ever opened;
"['get', 'food', 'money', 'littl', 'lot', 'sure', 'expect', 'definit', 'place', 'exceed']",little place;definitely exceeded;
"['impecc', 'delight', 'servic', 'ambienc']",service impeccable;
"['hot', 'ac', 'excel', 'thank', 'well', 'servic', 'work', 'god']",very well;well too;thank god;
"['expens', 'tasti']",
"['sens', 'get', 'restaur', 'peopl', 'nice', 'care', 'experi']",very nice;
"['will', 'hand', 'shake', 'moment', 'speak', 'take', 'friendli', 'delici', 'cook']",
"['chang', 'bite', 'think']",so i;i thought;
"['present', 'great', 'sushi', 'order', 'excel', 'friend', 'special', 'roll', 'tast']",special sushi;excellent presentation;
"['warn', 'dinner', 'menu', 'price', 'take', 'differ', 'sit', 'although']",
"['delici', 'absolut', 'staff', 'place', 'accomod', 'food', 'love']",absolutely delicious;
"['anyon', 'famili', 'pleas', 'tell', 'p', 'eat']",n't tell;tell anyone;i eat;
"['famili', 'style', 'hardcor', 'chicken', 'soft', 'squid', 'favorit', 'veget', 'fan', 'spici', 'shell', 'recommend', 'scallion', 'person', 'shuizhu', 'sichuan', 'fish', 'guizhou', 'american', 'juic', 'special', 'pancak', 'fri', 'one', 'crab', 'friend', 'food', 'shred', 'pick', 'tasti']",vegetable juice;very special;shredded squid;squid family;personal favorites;sichuan spicy;spicy soft;soft shell;hardcore sichuan;sichuan food;n't recommend;american friends;
